pair_id,split,label,pair_type,mutation,first_document_id,second_document_id,first_topic,second_topic,first_text,second_text
train-01416,train,0,easy_negative_different_topic,none,doc-0036,doc-0109,work,sports,Eine realistische Planung berücksichtigt auch unerwartete Probleme. Automatisierung reduziert wiederkehrende manuelle Tätigkeiten. Ein kurzes Protokoll hält Entscheidungen und offene Punkte fest. Neue Mitarbeitende erhalten eine strukturierte Einführung. Die Qualität eines Ergebnisses wird anhand vorher definierter Kriterien geprüft. Ein ruhiger Arbeitsplatz unterstützt konzentriertes Arbeiten.,Die Mannschaft beginnt das Training mit einer gründlichen Aufwärmphase. Messbare Zwischenziele machen Fortschritte besser sichtbar. Fairness bleibt auch in einer engen Wettbewerbssituation wichtig. Der Verein bietet Anfängerinnen und Anfängern eigene Trainingszeiten an. Nach einer Verletzung wird die Belastung langsam wieder erhöht. Krafttraining ergänzt viele Ausdauersportarten sinnvoll. Eine ausgewogene Ernährung unterstützt Training und Regeneration.
train-01417,train,0,hard_negative_same_topic,none,doc-0018,doc-0108,culture,culture,"Lokale Musikgruppen treten auf einem kleinen Stadtfest auf. Das Theater verbindet klassische Texte mit moderner Bühnentechnik. Traditionen verändern sich, wenn neue Generationen sie weiterentwickeln. Digitale Sammlungen machen seltene Dokumente leichter zugänglich. Kulturelle Angebote schaffen Räume für gemeinsame Erfahrungen. Literatur kann gesellschaftliche Konflikte aus ungewohnter Sicht zeigen.","Das Theater verbindet klassische Texte mit moderner Bühnentechnik. Eine Führung erklärt die Entstehung ausgewählter Bilder. Digitale Sammlungen machen seltene Dokumente leichter zugänglich. Die Bibliothek organisiert regelmäßig Lesungen und Gespräche. Ein Übersetzer muss Bedeutung und Ton des Originals berücksichtigen. Ein Archiv bewahrt Briefe, Fotos und andere historische Quellen."
train-01418,train,0,hard_negative_same_topic,none,doc-0162,doc-0072,technology,technology,"Messwerte zeigen, an welcher Stelle die meiste Zeit verloren geht. Protokolle helfen bei der Suche nach seltenen Fehlern. Die Konfiguration wird getrennt vom Programmcode verwaltet. Ein klarer Vertrag zwischen Modulen verhindert unnötige Abhängigkeiten. Die Anwendung kann einzelne Module unabhängig aktualisieren. Eine stabile Schnittstelle erleichtert die Integration neuer Komponenten.",Die Anwendung kann einzelne Module unabhängig aktualisieren. Protokolle helfen bei der Suche nach seltenen Fehlern. Die Daten werden verschlüsselt übertragen und nur kurz zwischengespeichert. Eine stabile Schnittstelle erleichtert die Integration neuer Komponenten. Der Dienst verarbeitet viele kleine Anfragen parallel. Automatisierte Tests prüfen zentrale Funktionen vor jeder Veröffentlichung. Die Architektur trennt Geschäftslogik und Benutzerschnittstelle.
train-01419,train,0,easy_negative_different_topic,none,doc-0089,doc-0172,sports,technology,Gemeinsame Ziele stärken die Motivation innerhalb der Gruppe. Die Mannschaft beginnt das Training mit einer gründlichen Aufwärmphase. Der Verein bietet Anfängerinnen und Anfängern eigene Trainingszeiten an. Nach einer Verletzung wird die Belastung langsam wieder erhöht. Der Trainer passt die Belastung an den aktuellen Leistungsstand an. Regelmäßiges Üben verbessert Koordination und Reaktionsfähigkeit. Die Läuferin kontrolliert ihr Tempo auf den ersten Kilometern. Kurze intensive Einheiten benötigen ausreichende Erholung. Ausdauer entsteht durch langfristiges und gleichmäßiges Training.,"Die Anwendung kann einzelne Module unabhängig aktualisieren. Eine Warteschlange entkoppelt langsame Hintergrundaufgaben. Automatisierte Tests prüfen zentrale Funktionen vor jeder Veröffentlichung. Ein klarer Vertrag zwischen Modulen verhindert unnötige Abhängigkeiten. Das Entwicklungsteam überwacht die Anwendung mit automatisierten Metriken. Die Daten werden verschlüsselt übertragen und nur kurz zwischengespeichert. Die Architektur trennt Geschäftslogik und Benutzerschnittstelle. Messwerte zeigen, an welcher Stelle die meiste Zeit verloren geht. Der Dienst verarbeitet viele kleine Anfragen parallel."
train-01420,train,1,near_duplicate,delete_words,doc-0106,doc-0106-variant,work,work,Ein kurzes Protokoll hält Entscheidungen und offene Punkte fest. Rückfragen werden möglichst früh und konkret formuliert. Das Team bespricht am Morgen die wichtigsten Aufgaben des Tages. Neue Mitarbeitende erhalten eine strukturierte Einführung. Klare Zuständigkeiten verhindern doppelte Arbeit. Die Qualität eines Ergebnisses wird anhand vorher definierter Kriterien geprüft. Die Besprechung endet mit klaren nächsten Schritten. Regelmäßige Gespräche verbessern die Zusammenarbeit im Team. Ein ruhiger Arbeitsplatz unterstützt konzentriertes Arbeiten.,Ein Protokoll hält Entscheidungen und offene Punkte fest. Rückfragen werden möglichst früh und konkret formuliert. Das Team bespricht am Morgen die wichtigsten des Tages. Neue Mitarbeitende erhalten eine strukturierte Einführung. Klare Zuständigkeiten verhindern doppelte Arbeit. Die Qualität eines Ergebnisses wird anhand vorher definierter Kriterien geprüft. Die Besprechung endet mit klaren nächsten Schritten. Regelmäßige Gespräche verbessern die Zusammenarbeit im Team. Ein ruhiger Arbeitsplatz unterstützt
train-01421,train,1,near_duplicate,combined_light,doc-0166,doc-0166-variant,work,work,Automatisierung reduziert wiederkehrende manuelle Tätigkeiten. Die Besprechung endet mit klaren nächsten Schritten. Ein ruhiger Arbeitsplatz unterstützt konzentriertes Arbeiten. Das Team bespricht am Morgen die wichtigsten Aufgaben des Tages. Eine realistische Planung berücksichtigt auch unerwartete Probleme. Regelmäßige Gespräche verbessern die Zusammenarbeit im Team. Die Qualität eines Ergebnisses wird anhand vorher definierter Kriterien geprüft.,Automatisierung verringert wiederkehrende manuelle Tätigkeiten. Die Besprechung endet mit klaren nächsten Schritten. Ein ruhiger Arbeitsplatz unterstützt konzentriertes Arbeiten. Das Team bespricht am Morgen die wichtigsten Aufgaben des Tages. Regelmäßige Gespräche verbessern die Zusammenarbeit im Team. Eine realistische Planung berücksichtigt auch unerwartete Probleme. Die Qualität wird anhand vorher definierter Kriterien geprüft.
train-01422,train,1,near_duplicate,add_sentence,doc-0022,doc-0022-variant,technology,technology,"Große Datenmengen werden schrittweise statt vollständig im Speicher verarbeitet. Eine Warteschlange entkoppelt langsame Hintergrundaufgaben. Das Entwicklungsteam überwacht die Anwendung mit automatisierten Metriken. Automatisierte Tests prüfen zentrale Funktionen vor jeder Veröffentlichung. Messwerte zeigen, an welcher Stelle die meiste Zeit verloren geht. Der Dienst verarbeitet viele kleine Anfragen parallel.","Große Datenmengen werden schrittweise statt vollständig im Speicher verarbeitet. Eine Warteschlange entkoppelt langsame Hintergrundaufgaben. Ein klarer Vertrag zwischen Modulen verhindert unnötige Abhängigkeiten. Das Entwicklungsteam überwacht die Anwendung mit automatisierten Metriken. Automatisierte Tests prüfen zentrale Funktionen vor jeder Veröffentlichung. Messwerte zeigen, an welcher Stelle die meiste Zeit verloren geht. Der Dienst verarbeitet viele kleine Anfragen parallel."
train-01423,train,0,hard_negative_same_topic,none,doc-0153,doc-0023,environment,environment,Solaranlagen liefern auch an kühlen Tagen elektrische Energie. Öffentliche Verkehrsmittel reduzieren den Verkehr in der Innenstadt. Bäume senken im Sommer die Temperatur dicht bebauter Straßen. Mehrwegverpackungen können den Verbrauch von Kunststoff verringern. Kleine Veränderungen im Alltag senken den persönlichen Energieverbrauch. Naturnahe Flächen bieten Insekten und Vögeln wichtigen Lebensraum. Der Fluss wird regelmäßig auf Schadstoffe untersucht.,Naturnahe Flächen bieten Insekten und Vögeln wichtigen Lebensraum. Kleine Veränderungen im Alltag senken den persönlichen Energieverbrauch. Die Gemeinde informiert über Maßnahmen gegen unnötigen Müll. Regionale Produkte vermeiden lange Transportwege. Solaranlagen liefern auch an kühlen Tagen elektrische Energie. Ein sparsamer Umgang mit Wasser schützt lokale Reserven. Der Fluss wird regelmäßig auf Schadstoffe untersucht. Mehrwegverpackungen können den Verbrauch von Kunststoff verringern. Die Messstation erfasst Luftqualität und Lärm zu verschiedenen Tageszeiten.
train-01424,train,0,easy_negative_different_topic,none,doc-0030,doc-0013,daily_life,environment,Der Bus fährt werktags alle zehn Minuten. Ein einfacher Wochenplan verteilt Aufgaben übersichtlich. Am Wochenende wird das Fahrrad gründlich gereinigt. Ein fester Platz für Schlüssel spart täglich Zeit. Das Paket kann am Abend in einer Abholstation abgeholt werden. Eine Einkaufsliste verhindert unnötige spontane Käufe. Am Morgen öffnet die Bäckerei bereits vor sieben Uhr. Vor dem Urlaub werden Fenster und elektrische Geräte kontrolliert.,Solaranlagen liefern auch an kühlen Tagen elektrische Energie. Naturnahe Flächen bieten Insekten und Vögeln wichtigen Lebensraum. Neue Gebäude benötigen weniger Energie für Heizung und Kühlung. Kleine Veränderungen im Alltag senken den persönlichen Energieverbrauch. Die Messstation erfasst Luftqualität und Lärm zu verschiedenen Tageszeiten. Bäume senken im Sommer die Temperatur dicht bebauter Straßen.
train-01425,train,0,easy_negative_different_topic,none,doc-0168,doc-0033,culture,environment,"Die Bibliothek organisiert regelmäßig Lesungen und Gespräche. Das Theater verbindet klassische Texte mit moderner Bühnentechnik. Die Gestaltung eines öffentlichen Platzes prägt das Leben im Viertel. Traditionen verändern sich, wenn neue Generationen sie weiterentwickeln. Die Ausstellung stellt verschiedene Sichtweisen nebeneinander. Digitale Sammlungen machen seltene Dokumente leichter zugänglich. Ein Übersetzer muss Bedeutung und Ton des Originals berücksichtigen. Ein Archiv bewahrt Briefe, Fotos und andere historische Quellen. Eine Führung erklärt die Entstehung ausgewählter Bilder.",Die Messstation erfasst Luftqualität und Lärm zu verschiedenen Tageszeiten. Solaranlagen liefern auch an kühlen Tagen elektrische Energie. Regionale Produkte vermeiden lange Transportwege. Der Fluss wird regelmäßig auf Schadstoffe untersucht. Kleine Veränderungen im Alltag senken den persönlichen Energieverbrauch. Mehrwegverpackungen können den Verbrauch von Kunststoff verringern. Öffentliche Verkehrsmittel reduzieren den Verkehr in der Innenstadt.
train-01426,train,1,near_duplicate,case_punctuation,doc-0009,doc-0009-variant,sports,sports,Fairness bleibt auch in einer engen Wettbewerbssituation wichtig. Die Läuferin kontrolliert ihr Tempo auf den ersten Kilometern. Der Trainer passt die Belastung an den aktuellen Leistungsstand an. Kurze intensive Einheiten benötigen ausreichende Erholung. Nach einer Verletzung wird die Belastung langsam wieder erhöht. Ausdauer entsteht durch langfristiges und gleichmäßiges Training. Eine saubere Technik reduziert das Risiko unnötiger Verletzungen. Gemeinsame Ziele stärken die Motivation innerhalb der Gruppe. Eine ausgewogene Ernährung unterstützt Training und Regeneration.,fairness bleibt auch in einer engen wettbewerbssituation wichtig. die läuferin kontrolliert ihr tempo auf den ersten kilometern. der trainer passt die belastung an den aktuellen leistungsstand an. kurze intensive einheiten benötigen ausreichende erholung. nach einer verletzung wird die belastung langsam wieder erhöht. ausdauer entsteht durch langfristiges und gleichmäßiges training. eine saubere technik reduziert das risiko unnötiger verletzungen. gemeinsame ziele stärken die motivation innerhalb der gruppe. eine ausgewogene ernährung unterstützt training und regeneration.
train-01427,train,1,near_duplicate,combined_light,doc-0036,doc-0036-variant,work,work,Eine realistische Planung berücksichtigt auch unerwartete Probleme. Automatisierung reduziert wiederkehrende manuelle Tätigkeiten. Ein kurzes Protokoll hält Entscheidungen und offene Punkte fest. Neue Mitarbeitende erhalten eine strukturierte Einführung. Die Qualität eines Ergebnisses wird anhand vorher definierter Kriterien geprüft. Ein ruhiger Arbeitsplatz unterstützt konzentriertes Arbeiten.,Eine realistische Planung berücksichtigt auch Probleme. Ein kurzes Protokoll hält Entscheidungen und offene Punkte fest. Automatisierung verringert wiederkehrende manuelle Tätigkeiten. Neue Mitarbeitende erhalten eine strukturierte Einführung. Die Qualität eines Ergebnisses wird anhand vorher definierter Kriterien geprüft. Ein ruhiger Arbeitsplatz unterstützt konzentriertes Arbeiten.
train-01428,train,0,easy_negative_different_topic,none,doc-0004,doc-0097,health,science,"Eine ausgewogene Mahlzeit enthält Gemüse, Eiweiß und komplexe Kohlenhydrate. Ausreichender Schlaf unterstützt Konzentration und Erholung. Sauberes Trinkwasser ist eine wichtige Grundlage der Gesundheit. Ein realistischer Trainingsplan verhindert unnötige Überlastung. Viele Beschwerden lassen sich durch frühe Untersuchung besser behandeln. Kleine Gewohnheiten sind oft leichter dauerhaft umzusetzen. Regelmäßige Bewegung stärkt den Kreislauf und verbessert die Ausdauer. Gesundheitsdaten sollten vertraulich und nachvollziehbar verarbeitet werden.",Offene Daten erleichtern die unabhängige Überprüfung einer Untersuchung. Eine grafische Darstellung macht auffällige Muster sichtbar. Die Genauigkeit steigt häufig mit der Zahl sauberer Beobachtungen. Neue Ergebnisse werden mit früheren Studien verglichen. Ein Kontrollversuch hilft bei der Interpretation des Ergebnisses. Ausreißer werden geprüft und nicht automatisch entfernt. Ein Modell vereinfacht die Wirklichkeit und hat deshalb klare Grenzen. Das Experiment wird unter denselben Bedingungen mehrfach wiederholt. Die Stichprobe sollte die untersuchte Gruppe möglichst gut abbilden.
train-01429,train,1,near_duplicate,add_sentence,doc-0002,doc-0002-variant,technology,technology,"Der Dienst verarbeitet viele kleine Anfragen parallel. Das Entwicklungsteam überwacht die Anwendung mit automatisierten Metriken. Eine stabile Schnittstelle erleichtert die Integration neuer Komponenten. Automatisierte Tests prüfen zentrale Funktionen vor jeder Veröffentlichung. Die Daten werden verschlüsselt übertragen und nur kurz zwischengespeichert. Große Datenmengen werden schrittweise statt vollständig im Speicher verarbeitet. Messwerte zeigen, an welcher Stelle die meiste Zeit verloren geht. Die Anwendung kann einzelne Module unabhängig aktualisieren.","Eine Warteschlange entkoppelt langsame Hintergrundaufgaben. Der Dienst verarbeitet viele kleine Anfragen parallel. Das Entwicklungsteam überwacht die Anwendung mit automatisierten Metriken. Eine stabile Schnittstelle erleichtert die Integration neuer Komponenten. Automatisierte Tests prüfen zentrale Funktionen vor jeder Veröffentlichung. Die Daten werden verschlüsselt übertragen und nur kurz zwischengespeichert. Große Datenmengen werden schrittweise statt vollständig im Speicher verarbeitet. Messwerte zeigen, an welcher Stelle die meiste Zeit verloren geht. Die Anwendung kann einzelne Module unabhängig aktualisieren."
train-01430,train,0,easy_negative_different_topic,none,doc-0040,doc-0132,daily_life,technology,Die Kinder bereiten ihre Schulsachen am Vorabend vor. Das Paket kann am Abend in einer Abholstation abgeholt werden. Die Familie plant die Einkäufe für die gesamte Woche. Am Morgen öffnet die Bäckerei bereits vor sieben Uhr. Vor dem Urlaub werden Fenster und elektrische Geräte kontrolliert. Der Bus fährt werktags alle zehn Minuten. Eine Erinnerung im Kalender hilft bei wichtigen Terminen. Die Nachbarn teilen sich einige selten benötigte Werkzeuge. Ein einfacher Wochenplan verteilt Aufgaben übersichtlich.,Eine Warteschlange entkoppelt langsame Hintergrundaufgaben. Das Entwicklungsteam überwacht die Anwendung mit automatisierten Metriken. Die Architektur trennt Geschäftslogik und Benutzerschnittstelle. Eine stabile Schnittstelle erleichtert die Integration neuer Komponenten. Ein klarer Vertrag zwischen Modulen verhindert unnötige Abhängigkeiten. Protokolle helfen bei der Suche nach seltenen Fehlern. Die Konfiguration wird getrennt vom Programmcode verwaltet.
train-01431,train,0,easy_negative_different_topic,none,doc-0021,doc-0176,education,work,"Regelmäßige Wiederholung verbessert die langfristige Erinnerung. Fehler werden nicht bestraft, sondern als Hinweis für die nächste Übung genutzt. Viele Lernende profitieren von kleinen und erreichbaren Zwischenzielen. Die Auswertung unterscheidet zwischen Erkennen und selbstständigem Anwenden. Ein strukturierter Lernplan reduziert unnötige Wiederholungen. Kurze Tests zeigen, welche Begriffe noch unsicher sind. Die Lernplattform passt die Schwierigkeit an die bisherigen Antworten an. Neue Aufgaben sollten bekannte Inhalte in einem anderen Kontext prüfen. Digitale Übungen können den individuellen Lernfortschritt sichtbar machen.",Neue Mitarbeitende erhalten eine strukturierte Einführung. Wissen wird in verständlichen Dokumenten für andere festgehalten. Das Team bespricht am Morgen die wichtigsten Aufgaben des Tages. Die Projektleitung priorisiert Aufgaben nach Nutzen und Aufwand. Komplexe Aufgaben werden in kleine überprüfbare Schritte zerlegt. Die Besprechung endet mit klaren nächsten Schritten. Regelmäßige Gespräche verbessern die Zusammenarbeit im Team. Ein ruhiger Arbeitsplatz unterstützt konzentriertes Arbeiten. Klare Zuständigkeiten verhindern doppelte Arbeit.
train-01432,train,0,easy_negative_different_topic,none,doc-0119,doc-0135,sports,travel,Der Trainer passt die Belastung an den aktuellen Leistungsstand an. Regelmäßiges Üben verbessert Koordination und Reaktionsfähigkeit. Die Mannschaft beginnt das Training mit einer gründlichen Aufwärmphase. Der Verein bietet Anfängerinnen und Anfängern eigene Trainingszeiten an. Gemeinsame Ziele stärken die Motivation innerhalb der Gruppe. Kurze intensive Einheiten benötigen ausreichende Erholung. Nach einer Verletzung wird die Belastung langsam wieder erhöht. Messbare Zwischenziele machen Fortschritte besser sichtbar. Fairness bleibt auch in einer engen Wettbewerbssituation wichtig.,Am Abend besuchen die Gäste ein kleines Konzert im Freien. Am Bahnhof gibt es Schließfächer für größeres Gepäck. Das Wetter kann sich in den Bergen innerhalb kurzer Zeit ändern. Eine Reiseversicherung deckt bestimmte unvorhergesehene Kosten ab. Der Zug erreicht den Hauptbahnhof am frühen Nachmittag. Eine digitale Karte funktioniert auch ohne aktive Internetverbindung. Eine Reservierung ist in der Hauptsaison oft sinnvoll. Der Reiseführer erklärt die Geschichte der wichtigsten Gebäude. Ein kleiner Rucksack erleichtert den Wechsel zwischen mehreren Verkehrsmitteln.
train-01433,train,1,near_duplicate,replace_words,doc-0080,doc-0080-variant,daily_life,daily_life,Nach dem Essen wird die Küche gemeinsam aufgeräumt. Eine Einkaufsliste verhindert unnötige spontane Käufe. Ein einfacher Wochenplan verteilt Aufgaben übersichtlich. Die Nachbarn teilen sich einige selten benötigte Werkzeuge. Am Wochenende wird das Fahrrad gründlich gereinigt. Kleine Reparaturen werden möglichst früh erledigt. Am Morgen öffnet die Bäckerei bereits vor sieben Uhr. Vor dem Urlaub werden Fenster und elektrische Geräte kontrolliert. Der Bus fährt werktags alle zehn Minuten.,Nach dem Essen wird die Küche zusammen aufgeräumt. Eine Einkaufsliste verhindert unnötige spontane Käufe. Ein einfacher Wochenplan verteilt Aufgaben übersichtlich. Die Nachbarn teilen sich einige selten benötigte Werkzeuge. Am Wochenende wird das Fahrrad gründlich gereinigt. Kompakte Reparaturen werden möglichst rechtzeitig erledigt. Am Morgen öffnet die Bäckerei bereits vor sieben Uhr. Vor dem Urlaub werden Fenster und elektrische Geräte kontrolliert. Der Bus fährt werktags alle zehn Minuten.
train-01434,train,0,hard_negative_same_topic,none,doc-0152,doc-0172,technology,technology,"Ein Cache verkürzt die Antwortzeit bei häufigen Abfragen. Das Entwicklungsteam überwacht die Anwendung mit automatisierten Metriken. Der Dienst verarbeitet viele kleine Anfragen parallel. Automatisierte Tests prüfen zentrale Funktionen vor jeder Veröffentlichung. Große Datenmengen werden schrittweise statt vollständig im Speicher verarbeitet. Ein Versionssystem dokumentiert jede Änderung am Quellcode. Ein klarer Vertrag zwischen Modulen verhindert unnötige Abhängigkeiten. Messwerte zeigen, an welcher Stelle die meiste Zeit verloren geht. Die Konfiguration wird getrennt vom Programmcode verwaltet.","Die Anwendung kann einzelne Module unabhängig aktualisieren. Eine Warteschlange entkoppelt langsame Hintergrundaufgaben. Automatisierte Tests prüfen zentrale Funktionen vor jeder Veröffentlichung. Ein klarer Vertrag zwischen Modulen verhindert unnötige Abhängigkeiten. Das Entwicklungsteam überwacht die Anwendung mit automatisierten Metriken. Die Daten werden verschlüsselt übertragen und nur kurz zwischengespeichert. Die Architektur trennt Geschäftslogik und Benutzerschnittstelle. Messwerte zeigen, an welcher Stelle die meiste Zeit verloren geht. Der Dienst verarbeitet viele kleine Anfragen parallel."
train-01435,train,0,hard_negative_same_topic,none,doc-0071,doc-0121,education,education,"Das aktive Abrufen ist oft wirksamer als das bloße Lesen. Die Gruppe diskutiert verschiedene Lösungen und begründet ihre Wahl. Fehler werden nicht bestraft, sondern als Hinweis für die nächste Übung genutzt. Ein Beispiel aus dem Alltag erleichtert das Verständnis einer Regel. Die Lernplattform passt die Schwierigkeit an die bisherigen Antworten an. Kurze Tests zeigen, welche Begriffe noch unsicher sind.","Kurze Tests zeigen, welche Begriffe noch unsicher sind. Das aktive Abrufen ist oft wirksamer als das bloße Lesen. Ein strukturierter Lernplan reduziert unnötige Wiederholungen. Digitale Übungen können den individuellen Lernfortschritt sichtbar machen. Viele Lernende profitieren von kleinen und erreichbaren Zwischenzielen. Die Lernplattform passt die Schwierigkeit an die bisherigen Antworten an. Fehler werden nicht bestraft, sondern als Hinweis für die nächste Übung genutzt. Die Gruppe diskutiert verschiedene Lösungen und begründet ihre Wahl."
train-01436,train,0,easy_negative_different_topic,none,doc-0088,doc-0041,culture,education,Literatur kann gesellschaftliche Konflikte aus ungewohnter Sicht zeigen. Kulturelle Angebote schaffen Räume für gemeinsame Erfahrungen. Lokale Musikgruppen treten auf einem kleinen Stadtfest auf. Die Gestaltung eines öffentlichen Platzes prägt das Leben im Viertel. Die Bibliothek organisiert regelmäßig Lesungen und Gespräche. Das Museum zeigt Werke aus mehreren historischen Epochen. Die Besucher diskutieren nach der Vorstellung über ihre Eindrücke. Ein Übersetzer muss Bedeutung und Ton des Originals berücksichtigen. Eine Führung erklärt die Entstehung ausgewählter Bilder.,"Viele Lernende profitieren von kleinen und erreichbaren Zwischenzielen. Die Lernenden wiederholen neue Wörter in kurzen Abständen. Die Lernplattform passt die Schwierigkeit an die bisherigen Antworten an. Eine klare Rückmeldung hilft beim Korrigieren typischer Fehler. Die Auswertung unterscheidet zwischen Erkennen und selbstständigem Anwenden. Das aktive Abrufen ist oft wirksamer als das bloße Lesen. Kurze Tests zeigen, welche Begriffe noch unsicher sind."
train-01437,train,0,hard_negative_same_topic,none,doc-0033,doc-0073,environment,environment,Die Messstation erfasst Luftqualität und Lärm zu verschiedenen Tageszeiten. Solaranlagen liefern auch an kühlen Tagen elektrische Energie. Regionale Produkte vermeiden lange Transportwege. Der Fluss wird regelmäßig auf Schadstoffe untersucht. Kleine Veränderungen im Alltag senken den persönlichen Energieverbrauch. Mehrwegverpackungen können den Verbrauch von Kunststoff verringern. Öffentliche Verkehrsmittel reduzieren den Verkehr in der Innenstadt.,"Naturnahe Flächen bieten Insekten und Vögeln wichtigen Lebensraum. Viele Haushalte trennen Papier, Glas und Bioabfall. Bäume senken im Sommer die Temperatur dicht bebauter Straßen. Ein sparsamer Umgang mit Wasser schützt lokale Reserven. Die Gemeinde informiert über Maßnahmen gegen unnötigen Müll. Landwirte testen Methoden zum Schutz fruchtbarer Böden."
train-01438,train,0,hard_negative_same_topic,none,doc-0121,doc-0151,education,education,"Kurze Tests zeigen, welche Begriffe noch unsicher sind. Das aktive Abrufen ist oft wirksamer als das bloße Lesen. Ein strukturierter Lernplan reduziert unnötige Wiederholungen. Digitale Übungen können den individuellen Lernfortschritt sichtbar machen. Viele Lernende profitieren von kleinen und erreichbaren Zwischenzielen. Die Lernplattform passt die Schwierigkeit an die bisherigen Antworten an. Fehler werden nicht bestraft, sondern als Hinweis für die nächste Übung genutzt. Die Gruppe diskutiert verschiedene Lösungen und begründet ihre Wahl.",Regelmäßige Wiederholung verbessert die langfristige Erinnerung. Die Gruppe diskutiert verschiedene Lösungen und begründet ihre Wahl. Die Lehrkraft verbindet Grammatik mit konkreten Alltagssituationen. Neue Aufgaben sollten bekannte Inhalte in einem anderen Kontext prüfen. Eine klare Rückmeldung hilft beim Korrigieren typischer Fehler. Ein Beispiel aus dem Alltag erleichtert das Verständnis einer Regel. Die Lernplattform passt die Schwierigkeit an die bisherigen Antworten an. Die Lernenden wiederholen neue Wörter in kurzen Abständen.
train-01439,train,1,near_duplicate,replace_words,doc-0179,doc-0179-variant,sports,sports,Regelmäßiges Üben verbessert Koordination und Reaktionsfähigkeit. Die Läuferin kontrolliert ihr Tempo auf den ersten Kilometern. Fairness bleibt auch in einer engen Wettbewerbssituation wichtig. Eine saubere Technik reduziert das Risiko unnötiger Verletzungen. Nach einer Verletzung wird die Belastung langsam wieder erhöht. Gemeinsame Ziele stärken die Motivation innerhalb der Gruppe. Der Trainer passt die Belastung an den aktuellen Leistungsstand an. Kurze intensive Einheiten benötigen ausreichende Erholung. Der Verein bietet Anfängerinnen und Anfängern eigene Trainingszeiten an.,Regelmäßiges Üben steigert Koordination und Reaktionsfähigkeit. Die Läuferin kontrolliert ihr Tempo auf den ersten Kilometern. Fairness bleibt auch in einer engen Wettbewerbssituation bedeutsam. Eine saubere Technik verringert das Risiko unnötiger Verletzungen. Nach einer Verletzung wird die Belastung langsam wieder erhöht. Gemeinsame Ziele stärken die Motivation innerhalb der Gruppe. Der Trainer passt die Belastung an den aktuellen Leistungsstand an. Knappe intensive Einheiten benötigen ausreichende Erholung. Der Verein bietet Anfängerinnen und Anfängern eigene Trainingszeiten an.
train-01440,train,0,easy_negative_different_topic,none,doc-0131,doc-0108,education,culture,"Die Gruppe diskutiert verschiedene Lösungen und begründet ihre Wahl. Eine klare Rückmeldung hilft beim Korrigieren typischer Fehler. Kurze Tests zeigen, welche Begriffe noch unsicher sind. Fehler werden nicht bestraft, sondern als Hinweis für die nächste Übung genutzt. Die Lehrkraft verbindet Grammatik mit konkreten Alltagssituationen. Ein Beispiel aus dem Alltag erleichtert das Verständnis einer Regel. Viele Lernende profitieren von kleinen und erreichbaren Zwischenzielen. Neue Aufgaben sollten bekannte Inhalte in einem anderen Kontext prüfen.","Das Theater verbindet klassische Texte mit moderner Bühnentechnik. Eine Führung erklärt die Entstehung ausgewählter Bilder. Digitale Sammlungen machen seltene Dokumente leichter zugänglich. Die Bibliothek organisiert regelmäßig Lesungen und Gespräche. Ein Übersetzer muss Bedeutung und Ton des Originals berücksichtigen. Ein Archiv bewahrt Briefe, Fotos und andere historische Quellen."
train-01441,train,1,near_duplicate,combined_light,doc-0131,doc-0131-variant,education,education,"Die Gruppe diskutiert verschiedene Lösungen und begründet ihre Wahl. Eine klare Rückmeldung hilft beim Korrigieren typischer Fehler. Kurze Tests zeigen, welche Begriffe noch unsicher sind. Fehler werden nicht bestraft, sondern als Hinweis für die nächste Übung genutzt. Die Lehrkraft verbindet Grammatik mit konkreten Alltagssituationen. Ein Beispiel aus dem Alltag erleichtert das Verständnis einer Regel. Viele Lernende profitieren von kleinen und erreichbaren Zwischenzielen. Neue Aufgaben sollten bekannte Inhalte in einem anderen Kontext prüfen.","Die Gruppe diskutiert verschiedene Lösungen und begründet ihre Wahl. Eine klare Rückmeldung hilft beim Korrigieren typischer Fehler. Kurze Tests zeigen, welche Begriffe noch unsicher sind. Fehler werden nicht bestraft, sondern als Hinweis für die nächste Übung Die Lehrkraft verbindet Grammatik mit konkreten Alltagssituationen. Ein Beispiel aus dem Alltag vereinfacht das Verständnis einer Regel. Aktuelle Aufgaben sollten bekannte in einem anderen Kontext prüfen. Viele Lernende profitieren von kleinen und erreichbaren Zwischenzielen."
train-01442,train,0,easy_negative_different_topic,none,doc-0094,doc-0005,health,travel,Regelmäßiges Lüften verbessert die Luft in geschlossenen Räumen. Soziale Kontakte wirken sich positiv auf das Wohlbefinden aus. Eine gute Körperhaltung entlastet Rücken und Schultern. Regelmäßige Bewegung stärkt den Kreislauf und verbessert die Ausdauer. Ein realistischer Trainingsplan verhindert unnötige Überlastung. Gesundheitsdaten sollten vertraulich und nachvollziehbar verarbeitet werden. Ausreichender Schlaf unterstützt Konzentration und Erholung.,Mit einer Tageskarte lassen sich Busse und Bahnen flexibel nutzen. Das Hotel liegt in der Nähe des historischen Stadtzentrums. Ein kleiner Rucksack erleichtert den Wechsel zwischen mehreren Verkehrsmitteln. Reisende prüfen vor der Abfahrt die aktuelle Verbindung. Am Abend besuchen die Gäste ein kleines Konzert im Freien. Die Gruppe plant genügend Zeit für unerwartete Verzögerungen ein. Eine Reiseversicherung deckt bestimmte unvorhergesehene Kosten ab.
